編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,
3544,專櫃,Crabtree & Evelyn 瑰珀翠,女皇香水系列,,巴黎夢幻花戀,Parisian Millefleurs,從匯聚千花看似錯綜複雜的樂章中，截出水仙、玫瑰、晚香玉和紫羅蘭的初階音符，閃亮譜出杜松、柏樹、安息香的翠綠協奏曲，讓人沉醉在夢幻巴黎中表現出女性獨有的奢華粉脂香味。,,香氛產品,"女性香氛,",,2015/9/1,"容量:100ml:NT2500,","TW, MY",,N,"Crabtree & Evelyn 巴黎夢幻花戀,巴黎夢幻花戀,瑰珀翠 巴黎夢幻花戀",2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1458635460-313960633.jpg,,,,,,
3547,專櫃,Crabtree & Evelyn 瑰珀翠,典藏香水系列,,苦艾綠妖精香水,Black Absinthe,藉由典藏重口味的藥草如艾草、八角、茴香、甘草等烹煮而來，它的特殊草根味曾被當時的男性追逐了好幾個世代，其強烈火辣的特性也是展現男性勇猛的精神香味。,,香氛產品,"女性香氛,",,2015/9/1,"容量:100ml:NT2200,","TW, MY",,N,"Crabtree & Evelyn 苦艾綠妖精香水,瑰珀翠 苦艾綠妖精香水,苦艾綠妖精香水",2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1458635571-2163864752.jpg,,,,,,
3550,醫美,FOR BELOVED ONE 寵愛之名,三分子玻尿酸保濕系列,,三分子玻尿酸保濕撫紋眼霜,Hyaluronic Acid Moisturizing Eye Cream,採用優質大分子與小分子玻尿酸之外，還有玻尿酸激活分子Exo-H，可全天候抓水、補水、鎖水，讓肌膚飽滿膨潤！同時提取來自法國PATCH2O保濕成分，可智慧釋放保濕複合因子，可達長效保濕！,,保養品,"眼部保養,","保濕,滋潤,修護,改善細紋,",2015/7/1,"容量:15ml:NT1350,","TW, MY",,N,"FOR BELOVED ONE 三分子玻尿酸保濕撫紋眼霜,三分子玻尿酸保濕撫紋眼霜,寵愛之名 三分子玻尿酸保濕撫紋眼霜",2016/3/22,,N,N,1,N,https://pic.pimg.tw/styleme/1458635984-1467631250.jpg,,,,,,
3553,醫美,FOR BELOVED ONE 寵愛之名,亮白淨化系列,,亮白淨化全防護裸妝霜,Melasleep Brightening Daily Defence Cream,採用兼具保養與化妝功能的DD霜(Daily Defense Cream)質地，針對三種膚色瞬間校色，立即解決膚色不均與蠟黃等問題！,,彩妝品,"妝前打底,","保濕,清爽,不致痘,修正膚色,透亮,均勻膚色,",2015/10/1,"容量:40ml:NT1050,","TW, MY",,N,"FOR BELOVED ONE 亮白淨化全防護裸妝霜,亮白淨化全防護裸妝霜,寵愛之名 亮白淨化全防護裸妝霜",2016/3/22,,N,N,20,N,https://pic.pimg.tw/styleme/1458636263-873667962.jpg,,,,,,
3556,專櫃,BVLGARI 寶格麗,女性香水,,晶欣女性淡香水,Omnia Paraiba,晶欣女性淡香水以一連串的魅力香氛元素做為奇幻巴西的經典代表，以一首充滿能量的讚頌獻給這片生機盎然、獨一無二的土地。在調香師Alberto Morillas 的嶄新創作中，由奢華的帕拉伊巴碧璽之光引領進入花朵與金色果實的嗅覺結晶。,,香氛產品,"女性香氛,",,2015/10/1,"容量:40ml:NT2600,容量:65ml:NT3150,","TW, MY",,N,"BVLGAR 晶欣女性淡香水,寶格麗 晶欣女性淡香水,晶欣女性淡香水",2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1458636494-497026648.jpg,,,,,,
3559,專櫃,Eyeko,彩妝系列,,BESPOKE訂製專屬睫毛膏,Be Your Brush Formula,只需短短15分鐘便可擁有一支個人化訂製睫毛膏，猶如高級訂製服般獨特奢華。隨BESPOKE睫毛膏更附上品牌獨創的金屬Eyeko Shield，不單能防止塗抹睫毛膏時沾染眼妝，其梳型設計更可用以梳理睫毛。,,彩妝品,"睫毛膏,","抗暈染,根根分明,捲翹,濃密,",2015/11/1,"容量:1式:NT1800,","TW, MY",,N,"BESPOKE訂製專屬睫毛膏,Eyeko BESPOKE訂製專屬睫毛膏",2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1461314447-2158558189.jpg,,,,,,
3562,專櫃,Eyeko,彩妝系列,,我願意睫毛膏,Eye Do Mascara,蘊含以銀杏、乳木果、維他命等主要成分，有助 睫毛生長，更可完美塑造出根根分明的深黑明亮睫毛。,,彩妝品,"睫毛膏,","根根分明,捲翹,濃密,",2015/11/1,"容量:1式:NT1200,","TW, MY",,N,"Eyeko 我願意睫毛膏,我願意睫毛膏",2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1458637262-34005066.jpg,,,,,,
3565,專櫃,Eyeko,彩妝系列,,時尚眼線筆,Eye Do Eyeliner,極緻炭黑色調，勾畫細緻分明眼線，纖細筆觸能於眼影上均勻著色，具防水功效；蘊含維他命B5以及專利毛髮生長素，上妝同時也能幫助睫毛滋長。,,彩妝品,"眼線,","好上色,防水,防油,抗暈染,細緻,",2015/11/1,"容量:1式:NT900,","TW, MY",,N,Eyeko 時尚眼線筆,2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1458637712-4070647174.jpg,,,,,,
3568,專櫃,Eyeko,彩妝系列,,黑色魔力睫毛膏,Back Magic Mascara,結合超濃密豐盈及捲翹功效，打造濃黑深邃又細緻、如同戲劇般假睫毛的妝感，並能持續長達12小時不易脫妝。,,彩妝品,"睫毛膏,","防水,抗暈染,捲翹,",2015/11/1,"容量:1式:NT1100,","TW, MY",,N,"Eyeko 黑色魔力睫毛膏,黑色魔力睫毛膏",2016/3/22,,N,N,,N,https://pic.pimg.tw/styleme/1461314254-2987072958.jpg,,,,,,
3571,專櫃,CHIC CHOC 奇可俏可,唇部彩妝,,小惡魔美唇筆(W),W Lip Crayon,優異的服貼性，能長時間維持有如剛上妝般的鮮嫩、光亮唇色；保濕力佳，塗抹的瞬間即溶於唇部，完美展現光亮唇彩。,,彩妝品,"唇膏,","保濕,長效持妝,",2015/10/1,"容量:1.2g:NT420,","TW, MY",,N,"CHIC CHOC  小惡魔美唇筆W,CHIC CHOC 小惡魔美唇筆(W),奇可俏可 小惡魔美唇筆(W),奇可俏可 小惡魔美唇筆W,小惡魔美唇筆(W)",2016/3/26,,N,N,,N,https://pic.pimg.tw/styleme/1458984059-4124470812.jpg,,,,,,
3574,專櫃,CHIC CHOC 奇可俏可,眼部彩妝,,小惡魔睫毛膏,Color Mascara,添加防水、防油成分可維持長時間上妝不脫色，如羽毛般的輕質地，刷出根根分明的纖長睫毛，輕盈無負擔。,,彩妝品,"睫毛膏,","防水,防油,抗暈染,濃密,",2015/10/15,"容量:8.4g:NT450,","TW, MY",,N,"CHIC CHOC 小惡魔睫毛膏,奇可俏可 小惡魔睫毛膏,小惡魔睫毛膏",2016/3/26,,N,N,,N,https://pic.pimg.tw/styleme/1459927985-374627513.jpg,,,,,,
3577,專櫃,DECORTE 黛珂,AQMW系列,,逆時解密抗皺頸霜,AQMWNeck Renew Cream,豐潤濃密的使用感，能輕鬆延展於頸部肌膚，形成一片隱形薄膜，時時刻刻給予肌膚潤澤，並緊緊封存。添加精華油的天然香氣，保養時連心靈也能跟著放鬆。,,保養品,"乳霜,","保濕,滋潤,抗老,抗皺,修護,改善細紋,",2016/3/26,"容量:50g:NT2500,","TW, MY",,N,"DECORTE 逆時解密抗皺頸霜,逆時解密抗皺頸霜,黛珂 逆時解密抗皺頸霜",2016/3/26,,N,N,,N,https://pic.pimg.tw/styleme/1458984683-649618060.jpg,,,,,,
3580,專櫃,ettusais 艾杜紗,,,魔法UP超導水潤保濕面膜,Skin Version Up Mask,魔法up超導水潤面膜不僅僅有充分的保濕效果，更透過了快速滲透成分，為後續保濕成分開道，將其推入肌膚底層，並留在肌膚內不流失。,,保養品,"保養面膜,","保濕,滋潤,修護,",2015/11/1,"容量:19ml*5:NT480,","TW, MY",,N,"ettusais 魔法UP超導水潤保濕面膜,艾杜紗 魔法UP超導水潤保濕面膜,魔法UP超導水潤保濕面膜",2016/3/26,,N,N,1,N,https://pic.pimg.tw/styleme/1460434238-1316609771.jpg,,,,,,
3583,專櫃,ettusais 艾杜紗,唇部保養唇彩系列,,果漾水感護唇精華棒,Lip Essence(Color Balm),,,保養品,"唇部保養,","保濕,滋潤,修護,",2015/12/1,"容量:2.2g:NT420,","TW, MY",,N,"ettusais 果漾水感護唇精華棒,果漾水感護唇精華棒,艾杜紗 果漾水感護唇精華棒",2016/3/26,,N,N,,N,https://pic.pimg.tw/styleme/1458985533-297146259.jpg,,,,,,
3586,專櫃,ettusais 艾杜紗,唇部保養唇彩系列,,草本修護護唇精華棒,Lip Essence Treatment(Stick),草本修護護唇精華棒含有高度修護機能，能有效預防唇部因乾燥而引起的脫皮、乾裂，同時添加了六種植物成分，更能深層滋潤雙唇，長效保濕。,,保養品,"唇部保養,","保濕,滋潤,修護,",2015/12/1,"容量:2.1g:NT420,","TW, MY",,N,"ettusais 草本修護護唇精華棒,艾杜紗 草本修護護唇精華棒,草本修護護唇精華棒",2016/3/26,,N,N,1,N,https://pic.pimg.tw/styleme/1472108554-2139019276.jpg,,,,,,
3589,專櫃,,超緊塑5D拉提系列,,超緊顏5D太空抗皺日霜 (經典型),Renergie Multi-Lift Cream,,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,",2015/12/1,"容量:50ml:NT3400,","TW, MY",,N,"LANCOME 蘭蔻 超緊顏5D太空抗皺日霜,LANCOME 超緊顏5D太空抗皺日霜,蘭蔻 超緊顏5D太空抗皺日霜,超緊顏5D太空抗皺日霜 經典型",2016/3/26,,N,N,3,N,https://pic.pimg.tw/styleme/1458986000-1411361072.jpg,,,,,,
3592,專櫃,,超緊塑5D拉提系列,,超緊顏5D太空抗皺日霜 (水潤型),Renergie Multi-Lift Cr_me Riche,,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,",2015/12/1,"容量:50ml:NT3400,","TW, MY",,N,"LANCOME 超緊顏5D太空抗皺日霜 (水潤型),蘭蔻 超緊顏5D太空抗皺日霜 (水潤型),超緊顏5D太空抗皺日霜 (水潤型)",2016/3/26,,N,N,3,N,https://pic.pimg.tw/styleme/1458986179-3790972333.jpg,,,,,,
3595,專櫃,Melvita 蜜葳特,王者玫瑰凝水系列,,王者玫瑰凝水身體乳,Hydrating Body Veil-3Wild Roses,融合三種古玫瑰精華與大馬士革玫瑰花水配方。清新天然香氣與柔滑輕盈的質地，能提供三重凝水保濕，改善肌膚乾燥缺水狀況，改善粗糙的膚況，讓肌膚閃耀絲般光澤，凝水柔感完美呈現。,,美體產品,"身體保養,","保濕,滋潤,",2015/12/1,"容量:200ml:NT1380,","TW, MY",,N,"Melvita 王者玫瑰凝水身體乳,王者玫瑰凝水身體乳,蜜葳特 王者玫瑰凝水身體乳",2016/3/26,,N,N,2,N,https://pic.pimg.tw/styleme/1458986793-2506799868.jpg,,,,,,
3598,專櫃,Melvita 蜜葳特,王者玫瑰凝水系列,,王者玫瑰凝水修護膏,Nectar 3 Roses,添加玫瑰果油及乳油木，加強滋潤保濕、修護、鎮定舒緩，小巧方便攜帶的修護霜，能即時急救唇部、臉頰、手肘及指尖等部位乾燥脫皮現象，柔潤的質地與玫瑰花果香氣可口香甜，讓身心也能在冬日中感到愉悅柔適。,,美體產品,"身體保養,","保濕,滋潤,提升光澤,香氛,",2015/12/1,"容量:8g:NT680,","TW, MY",,N,"Melvita 王者玫瑰凝水修護膏,王者玫瑰凝水修護膏,蜜葳特 王者玫瑰凝水修護膏",2016/3/26,,N,N,1,N,https://pic.pimg.tw/styleme/1460823286-2002416295.png,,,,,,
3601,專櫃,Premier,SMART AGE抗老系列,,死海礦物泥蜂蜜面膜,Age Smart Mud Seaweed And Honey Mask,富含獨特的死海礦物質、活力有氧能量因子、精純蜂蜜萃取、死海海藻精萃等多種頂級精萃成分，還特別添加來自死海，具有「HEALING CLAY」稱號的死海火山灰黏土，能有效淨化肌膚並提供肌膚最佳滋潤養護功效。,,保養品,"保養面膜,","保濕,滋潤,抗老,抗皺,修護,改善細紋,",2015/12/1,"容量:70ml:NT3930,","TW, MY",,N,"Premier 死海礦物泥蜂蜜面膜,死海礦物泥蜂蜜面膜",2016/3/26,,N,N,,N,https://pic.pimg.tw/styleme/1458987531-2998345561.jpg,,,,,,
3604,專櫃,RMK,底妝系列,,液狀遮瑕筆N SPF30/PA++,Super Basic Liquid Concealer N SPF30/PA++,柔軟的觸感及保濕力，能光滑服貼於肌膚，使撫平貼合效果更提升！柔和光澤兼具柔焦效果，能遮蓋在意部位，達到自然的修飾。呈現出具光澤透明感的肌膚。,,彩妝品,"遮瑕,","保濕,修正膚色,透亮,遮瑕,薄透,",2015/9/30,"容量:1.7g:NT1250,","TW, MY",,N,"RMK 液狀遮瑕筆N SPF30/PA++,液狀遮瑕筆N,液狀遮瑕筆N SPF30/PA++",2016/3/28,,N,N,1,N,https://pic.pimg.tw/styleme/1459150512-3909642453.jpg,,,,,,
3610,專櫃,sisley 希思黎,臉部保養系列,,抗皺活膚御緻駐顏霜,Anti-Age Skin Care Cream Day & Night,SISLEY 抗皺活膚御緻駐顏霜不僅能針對內因性和環境因子所造成的老化問題，此次更針對行為所造成的肌膚老化進行最全面最完整的全方位改善，擦上後不僅能立即感受柔順愉悅的頂級質感與植物精油的天然香氣，最重要是能享受到無與倫比的抗老效果，極致全面的抗老活性成分，充分呵護每一吋肌膚，達到女人夢想的完美境界！,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,細緻毛孔,平滑膚觸,抗氧化,香氛,",2016/3/15,"容量:50ml:NT14500,","TW, MY",,N,抗皺活膚御緻駐顏霜,2016/3/30,,N,N,15,Y,https://pic.pimg.tw/styleme/1459335163-1775796193.png,,,,,,
3613,專櫃,NEOM,極致美肌香氛系列,,皇家奢華極致香氛蠟燭,Intensive Skin Treatment Candle: Real Luxury,使用前 30 分鐘先點燃蠟燭，等待蠟燭表面完全均勻融化後並靜待 2 分鐘，即可倒在手心至需要按摩的地方，不僅能增進身體循環 外，純天然香氛精油能深層滋潤乾燥肌膚，讓奢華的香氛彷彿融入身體達到感官上極致享受。,,香氛產品,",",,2016/1/7,"容量:140g:NT2380,","TW, MY",,N,"NEOM 皇家奢華極致香氛蠟燭,皇家奢華極致香氛蠟燭",2016/3/30,,N,N,2,N,https://pic.pimg.tw/styleme/1459344429-334726104.jpg,,,,,,
3616,專櫃,NEOM,極致美肌香氛系列,,舒緩恬睡香氛蠟燭,Candle Tranquillity 2014,在入睡前，先點燃舒緩恬睡香氛蠟燭，讓臥室空氣充滿天然美好的放鬆香氣。,,香氛產品,",",,2015/9/30,"容量:420g:NT2980,","TW, MY",,N,"NEOM 舒緩恬睡香氛蠟燭,舒緩恬睡香氛蠟燭",2016/3/30,,N,N,,N,https://pic.pimg.tw/styleme/1459344596-4203729153.jpg,,,,,,
3619,專櫃,ANNA SUI 安娜蘇,魔法肌密底妝系列,,魔法肌密智慧鎖水飾顏凝凍 SPF24/PA++,Gel Foundation Primer,藉由光源不規則的反射原理，創造經典柔焦美肌，再以球狀的透明遮瑕粉體，填補肌膚凹凸處，加強遮瑕毛孔、校正膚色，達到零毛孔的雙重遮瑕。,,彩妝品,"遮瑕,","保濕,修正膚色,修飾毛孔,均勻膚色,防曬,遮瑕,薄透,",2016/3/1,"容量:28g:NT1150,","TW, MY",,N,"ANNA SUI 魔法肌密智慧鎖水飾顏凝凍,ANNA SUI 魔法肌密智慧鎖水飾顏凝凍 SPF24/PA++,安娜蘇 魔法肌密智慧鎖水飾顏凝凍,安娜蘇 魔法肌密智慧鎖水飾顏凝凍 SPF24/PA++,魔法肌密智慧鎖水飾顏凝凍,魔法肌密智慧鎖水飾顏凝凍SPF24/PA++",2016/3/30,,N,N,1,N,https://pic.pimg.tw/styleme/1459344849-2797115623.jpg,,,,,,
3622,專櫃,ANNA SUI 安娜蘇,魔法肌密底妝系列,,魔法肌密輕羽霧光粉餅 SPF25/PA++,Matte Powder Foundation,添加大量能高度緊密結合的粉體，因粉體間可以強化結合力，便能將油脂的比例降至最低，依然能壓製成細緻的鬆粉狀粉餅，輕輕觸碰，粉體就會在肌膚上輕柔化開，實現紋理細緻的柔霧肌。,,彩妝品,"粉餅,","保濕,控油,修正膚色,修飾毛孔,均勻膚色,長效持妝,防曬,遮瑕,",2016/3/1,"容量:10g:NT1150,","TW, MY",,N,"ANNA SUI 魔法肌密輕羽霧光粉餅,ANNA SUI 魔法肌密輕羽霧光粉餅 SPF25/PA++,安娜蘇	魔法肌密輕羽霧光粉餅,安娜蘇 魔法肌密輕羽霧光粉餅 SPF25/PA++,魔法肌密輕羽霧光粉餅,魔法肌密輕羽霧光粉餅 SPF25/PA++",2016/3/30,,N,N,,N,https://pic.pimg.tw/styleme/1459345609-3687054061.jpg,,,,,,
3625,專櫃,benefit,香水系列,,Maybe baby 淡香水,Maybe baby,經典「Maybe baby 淡香水」晶瑩剔透 的粉色瓶身，就像夢露玲瓏有緻的曲 線，性感中帶著浪漫與甜美。使用時， 小白花香輕如鴻羽滑過全身，甜如情人 的枕邊細語...從髮絲到腳趾，時時刻刻 保有著誘人氣息。,,香氛產品,"女性香氛,",,2016/2/1,"容量:50ml:NT1300,","TW, MY",,N,"Benefit Maybe baby 淡香水,Maybe baby 淡香水",2016/3/30,,N,N,1,N,https://pic.pimg.tw/styleme/1459345903-1734500810.jpg,,,,,,
3628,專櫃,BIOTHERM 碧兒泉,活泉多水保濕系列,,活泉保濕水CC防護隔離乳SPF50 PA+++,Aquasource Water CC,有效防護UVA & UVB陽光對肌膚的危害；使用後，肌膚的保濕度立即提升31%，啟動長達8小時的保濕防護，輕透潤色，一整天帶著自然由內而外的水透光芒！,,彩妝品,"CC霜,","保濕,清爽,修正膚色,修飾毛孔,均勻膚色,防曬,",2016/3/1,"容量:40ml:NT1350,","TW, MY",,N,"BIOTHERM 活泉保濕水CC防護隔離乳,BIOTHERM 活泉保濕水CC防護隔離乳SPF50 PA+++,活泉保濕水CC防護隔離乳,活泉保濕水CC防護隔離乳SPF50 PA+++,碧兒泉 活泉保濕水CC防護隔離乳,碧兒泉 活泉保濕水CC防護隔離乳SPF50 PA+++",2016/3/30,,N,N,1,N,https://pic.pimg.tw/styleme/1459508725-2274594023.jpg,,,,,,
3631,專櫃,BIOTHERM 碧兒泉,活泉多水保濕系列,,光透奇蹟水CC氣墊粉餅,Aquasource Water Cushion,,,彩妝品,"氣墊粉餅,","保濕,清爽,潤色,控油,修正膚色,透亮,服貼,薄透,",2016/3/1,"容量:14g:NT1400,","TW, MY",,N,"光透奇蹟水CC氣墊粉餅,碧兒泉 光透奇蹟水CC氣墊粉餅,碧兒泉 水CC氣墊粉餅",2016/3/30,,N,N,31,Y,https://pic.pimg.tw/styleme/1460344651-835436668.jpg,,,,,,
3637,專櫃,BIOTHERM 碧兒泉,活泉多水保濕系列,,三倍極潤保濕奇蹟噴霧精華,Aquasource Essence-In-Mist,每一次按壓都將三大保濕經典成份──「奇蹟活源因子TM」、「甘醣醇(Mannose)」與「菸鹼醯胺(Niacinnamid)」轉化為10萬個超微米精華分子，不僅能穿透肌膚表面的彩妝，使妝容更服貼，也無損防護隔離品的效果，讓妳不再擔心妝容愈噴愈乾，隨時都能補充滿滿保濕精華。,,保養品,"化妝水,","保濕,滋潤,修護,舒緩,",2016/3/1,"容量:75ml:NT880,","TW, MY",,N,"BIOTHERM 三倍極潤保濕奇蹟噴霧精華,三倍極潤保濕奇蹟噴霧精華,碧兒泉 三倍極潤保濕奇蹟噴霧精華",2016/3/30,,N,N,2,N,https://pic.pimg.tw/styleme/1459346552-2587196980.jpg,,,,,,
3640,專櫃,BOBBI BROWN 芭比布朗,底妝系列,,自然輕透膠囊氣墊粉底SPF50/PA+++,Skin Foundation Cushion Compact SPF50 PA+++,採用「咖啡因膠囊密封科技」，在第一次使用前處於密封狀態，維持粉底液的新鮮；同時抗菌的氣墊與海綿，能使開封後的粉底持續保鮮。每次上妝時，氣墊海綿便會釋放出恰到好處的粉底量，打造如同原生肌膚般自然的清新妝效。,,彩妝品,"氣墊粉餅,","保濕,修正膚色,修飾毛孔,透亮,均勻膚色,防曬,遮瑕,",2016/4/1,"容量:14g:NT1750,容量:補充包:RM145:NT0,","TW, MY",,N,"BOBBI BROWN 自然輕透膠囊氣墊粉底SPF50/PA+++,自然輕透膠囊氣墊粉底,自然輕透膠囊氣墊粉底SPF50/PA+++,芭比布朗 自然輕透膠囊氣墊粉底,芭比布朗 自然輕透膠囊氣墊粉底SPF50/PA+++",2016/3/30,,N,N,8,N,https://pic.pimg.tw/styleme/1473133011-591892186.png,,,,,,
3643,專櫃,by Terry,唇彩,,光透裸色唇膏,Hyaluronic Sheer,針對唇部最細微的紋路間隙，將玻尿酸和水質配方充沛地灌注其中，強效保水機制， 能提升原本肌膚水分30倍的儲水力，自然無瑕地撫平唇部細紋、修飾 瑕疵，並深度滋養雙唇長達8小時。,,彩妝品,"唇膏,","保濕,潤色,色彩飽和,滋潤,",2016/1/1,"容量:3g:NT1300,","TW, MY",,N,"by Terry 光透裸色唇膏,光透裸色唇膏",2016/3/30,,N,N,,N,https://pic.pimg.tw/styleme/1459347063-1340035287.jpg,,,,,,
3646,專櫃,Dior 迪奧,雪晶靈彩妝系列,,雪晶靈極緻透白蜜粉,,添加玫瑰光柔膚複合物，含有濾鏡柔膚粒子及珍珠光粒子，能賦予肌膚白裡透粉的定妝效果，輕輕一掃，綻放明亮玫瑰粉漾光澤。,,彩妝品,"蜜粉,","透亮,均勻膚色,服貼,打亮,",2016/2/20,"容量:16g:NT2200,","TW, MY",,N,"Dior 雪晶靈極緻透白蜜粉,迪奧 雪晶靈極緻透白蜜粉,雪晶靈極緻透白蜜粉",2016/3/30,,N,Y,,N,https://pic.pimg.tw/styleme/1459347608-3820252773.jpg,,,,,,
3649,專櫃,Dior 迪奧,雪晶靈光感系列,,迪奧雪晶靈光感柔膚萃,,注入迪奧花園珍稀成份-「雪絨花萃取」，及全新獨家「粉紅柔光粒子」技術，獨特粉紅柔光粒子更能如稜鏡般發揮散射光暈功能，立即調整膚色、趕走暗沉，使膚觸更加平滑，賦予肌膚瞬間有感的亮澤效果! 長效使肌膚由內而外持久亮白、同時清爽保濕。,,彩妝品,"妝前打底,","保濕,清爽,修正膚色,透亮,均勻膚色,服貼,",2016/2/20,"容量:30ml:NT3400,","TW, MY",,N,"Dior 迪奧雪晶靈光感柔膚萃,迪奧 迪奧雪晶靈光感柔膚萃,迪奧雪晶靈光感柔膚萃",2016/3/30,,N,Y,2,N,https://pic.pimg.tw/styleme/1459347957-2982487097.jpg,,,,,,
